Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude
2024-02-01,AQS,60131002,1,0.036,ppm,33.0,Bethel Island,17,100,47,41860,"San Francisco-Oakland-Hayward, CA",13,Contra Costa,38.006311,-121.641918
2024-02-01,AQS,60270101,1,0.045,ppm,32.5,Death Valley NP - Park Village,17,100,87,13860,"Bishop, CA",27,Inyo,36.508611,-116.847778
2024-02-01,AQS,60670012,1,0.038,ppm,35.0,Folsom-Natoma St.,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
2024-02-01,AQS,61110007,1,0.041,ppm,38.0,Thousand Oaks,17,100,87,37100,"Oxnard-Thousand Oaks-Ventura, CA",111,Ventura,34.210169,-118.870509
2024-02-01,AQS,60530008,1,0.039,ppm,36.0,King City 2,17,100,47,41500,"Salinas, CA",53,Monterey,36.2092860008996,-121.126371
2024-02-01,AQS,60659001,1,0.037,ppm,34.0,Lake Elsinore,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.67649,-117.33098
2024-02-01,AQS,60710005,1,0.04,ppm,37.0,Crestline,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",71,San Bernardino,34.2431,-117.27235
2024-02-01,AQS,60290232,1,0.04,ppm,37.0,Oildale,17,100,87,12540,"Bakersfield, CA",29,Kern,35.438035,-119.016787
2024-02-01,AQS,60333002,1,0.035,ppm,32.0,Lakeport-S. Main Street,17,100,87,17340,"Clearlake, CA",33,Lake,39.0189300009231,-122.91333
2024-02-01,AQS,60531003,1,0.04,ppm,37.0,Salinas 3,17,100,47,41500,"Salinas, CA",53,Monterey,36.6942610009043,-121.623271
2024-02-01,AQS,60731026,1,0.043,ppm,40.0,San Diego - Sherman Elementary School,17,100,47,41740,"San Diego-Carlsbad, CA",73,San Diego,32.7101770008584,-117.142665
2024-02-01,AQS,60370113,1,0.035,ppm,32.0,West Los Angeles,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.05111,-118.45636
2024-02-01,AQS,60658005,1,0.031,ppm,29.0,Mira Loma (Van Buren),17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.996360000875,-117.4924
2024-02-01,AQS,60932001,1,0.038,ppm,35.0,Yreka,17,100,87,-1,Non-CBSA,93,Siskiyou,41.726892,-122.633579
2024-02-01,AQS,60670006,1,0.042,ppm,39.0,Sacramento-Del Paso Manor,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",67,Sacramento,38.6137790009202,-121.368014
2024-02-01,AQS,60793003,1,0.046,ppm,43.0,Morro Bay Kings Ave,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.361589,-120.836819
2024-02-01,AQS,61070009,1,0.035,ppm,32.0,Sequoia & Kings Canyon NPs - Ash Mountain,17,100,47,47300,"Visalia-Porterville, CA",107,Tulare,36.48947,-118.82915
2024-02-01,AQS,60251003,1,0.036,ppm,33.0,El Centro-9th Street,17,100,87,20940,"El Centro, CA",25,Imperial,32.79222,-115.56306
2024-02-01,AirNow,60570005,1,0.035,ppm,32.0,Grass Valley-Litton Building,24,100,87,46020,"Truckee-Grass Valley, CA",57,Nevada,39.2334770009245,-121.055608
2024-02-01,AirNow,60650009,1,0.039,ppm,36.0,Pechanga,24,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.4478670008682,-117.088649
2024-02-01,AQS,60290020,1,0.041,ppm,38.0,Mojave-Pat Avenue,17,100,87,12540,"Bakersfield, CA",29,Kern,35.04944,-118.18893
2024-02-01,AQS,60798006,1,0.043,ppm,40.0,Carrizo Plains,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.35472,-120.04019
2024-02-01,AQS,60050002,1,0.038,ppm,35.0,Jackson-Clinton Road,17,100,87,-1,Non-CBSA,5,Amador,38.342606,-120.764426
2024-02-01,AQS,60430003,1,0.045,ppm,42.0,Yosemite NP,17,100,47,-1,Non-CBSA,43,Mariposa,37.71325,-119.7062
2024-02-01,AQS,60830011,1,0.035,ppm,32.0,Santa Barbara,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.4277749961254,-119.691217778642
2024-02-01,AQS,60612003,1,0.035,ppm,32.0,Lincoln-2885 Moore Road,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",61,Placer,38.867937000922,-121.338353
2024-02-01,AQS,60794002,1,0.046,ppm,43.0,Nipomo Regional Park (NRP),17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.03146,-120.50103
2024-02-01,AQS,60970004,1,0.035,ppm,32.0,Sebastopol,17,100,47,42220,"Santa Rosa, CA",97,Sonoma,38.403765,-122.818294
2024-02-01,AQS,60131004,1,0.039,ppm,36.0,San Pablo,17,100,47,41860,"San Francisco-Oakland-Hayward, CA",13,Contra Costa,37.9604,-122.356811
2024-02-01,AQS,61090005,1,0.038,ppm,35.0,Sonora-Barretta Street,17,100,87,43760,"Sonora, CA",109,Tuolumne,37.98178,-120.378551
2024-02-01,AQS,60371602,1,0.03,ppm,28.0,Pico Rivera #2,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.0102900008752,-118.0685
2024-02-01,AQS,60831009,1,0.04,ppm,37.0,Santa Maria,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.8906666667,-120.4328444444
2024-02-01,AQS,60072003,1,0.041,ppm,38.0,Paradise-Clark,17,100,87,17020,"Chico, CA",7,Butte,39.75786,-121.60791
2024-02-01,AQS,60610006,1,0.041,ppm,38.0,Roseville-N Sunrise Ave,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",61,Placer,38.74643,-121.26498
2024-02-01,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838
2024-02-01,AQS,60290008,1,0.04,ppm,37.0,Maricopa,17,100,87,12540,"Bakersfield, CA",29,Kern,35.051454,-119.40262
2024-02-01,AQS,60450008,1,0.035,ppm,32.0,Ukiah-Gobbi Street,17,100,199,46380,"Ukiah, CA",45,Mendocino,39.14566,-123.20298
2024-02-01,AQS,60190500,1,0.04,ppm,37.0,Table Mountain Air Monitoring Site,17,100,87,23420,"Fresno, CA",19,Fresno,36.9851185574381,-119.658339349936
2024-02-01,AQS,60190007,1,0.036,ppm,33.0,Fresno-Drummond,17,100,199,23420,"Fresno, CA",19,Fresno,36.705474,-119.741332
2024-02-01,AQS,60610003,1,0.035,ppm,32.0,Auburn-Atwood,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",61,Placer,38.93568,-121.09959
2024-02-01,AQS,60798002,1,0.039,ppm,36.0,Atascadero,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.49453,-120.66617
2024-02-01,AQS,60670010,1,0.039,ppm,36.0,Sacramento-1309 T Street,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311
2024-02-01,AQS,60650012,1,0.039,ppm,36.0,Banning Airport,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.92086,-116.85841
2024-02-01,AQS,60210003,1,0.042,ppm,39.0,Willows-Colusa Street,17,100,87,-1,Non-CBSA,21,Glenn,39.53387,-122.190834
2024-02-01,AQS,60070008,1,0.042,ppm,39.0,Chico-East Avenue,17,100,87,17020,"Chico, CA",7,Butte,39.76168,-121.84047
2024-02-01,AQS,60132007,1,0.038,ppm,35.0,San Ramon,17,100,47,41860,"San Francisco-Oakland-Hayward, CA",13,Contra Costa,37.743649,-121.934188
2024-02-01,AQS,60651016,1,0.039,ppm,36.0,Morongo Air Monitoring Station,17,100,47,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.9447129,-116.830074
2024-02-01,AQS,60790005,1,0.042,ppm,39.0,Paso Robles,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.614668,-120.656912
2024-02-01,AQS,60372005,1,0.035,ppm,32.0,Pasadena,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.1326,-118.1272
2024-02-01,AQS,60710001,1,0.039,ppm,36.0,Barstow,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",71,San Bernardino,34.89405,-117.02471
2024-02-01,AQS,60833001,1,0.041,ppm,38.0,Santa Ynez,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.605819,-120.075069
2024-02-01,AQS,60990005,1,0.036,ppm,33.0,Modesto-14th Street,17,100,87,33700,"Modesto, CA",99,Stanislaus,37.642165,-120.994212
2024-02-01,AQS,60379035,1,0.038,ppm,35.0,Lancaster - Fairgrounds,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.725389,-118.178601
2024-02-01,AQS,60650016,1,0.035,ppm,32.0,Temecula,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.5830180008699,-117.072202
2024-02-01,AQS,60832011,1,0.036,ppm,36.0,Goleta,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.4455100008805,-119.8284
2024-02-01,AQS,61130004,1,0.041,ppm,38.0,Davis-UCD Campus,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",113,Yolo,38.53445,-121.7734
2024-02-01,AQS,60650010,1,0.043,ppm,40.0,Joshua Tree NP - Cottonwood Visitor Center,17,100,47,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.747236000872,-115.820124
2024-02-01,AQS,60296001,1,0.038,ppm,35.0,Shafter,17,100,87,12540,"Bakersfield, CA",29,Kern,35.5035870931035,-119.272606218402
2024-02-01,AQS,60655001,1,0.034,ppm,31.0,Palm Springs,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.85275,-116.54101
2024-02-01,AQS,61072010,1,0.039,ppm,36.0,Porterville,17,100,199,47300,"Visalia-Porterville, CA",107,Tulare,36.0318310008979,-119.055018
2024-02-01,AQS,60292012,1,0.034,ppm,31.0,Bakersfield-Muni,17,100,199,12540,"Bakersfield, CA",29,Kern,35.331612,-118.999961
2024-02-01,AQS,60195001,1,0.037,ppm,34.0,Clovis-Villa,17,100,199,23420,"Fresno, CA",19,Fresno,36.819449,-119.716433
2024-02-01,AQS,60850005,1,0.029,ppm,31.0,San Jose - Jackson,17,100,47,41940,"San Jose-Sunnyvale-Santa Clara, CA",85,Santa Clara,37.348497,-121.894898
2024-02-01,AQS,60172004,1,0.045,ppm,42.0,PLACERVILLE- CANAL STREET,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",17,El Dorado,38.73196,-120.81162
2024-02-01,AQS,60850002,1,0.036,ppm,33.0,Gilroy,17,100,47,41940,"San Jose-Sunnyvale-Santa Clara, CA",85,Santa Clara,36.999571,-121.574684
2024-02-01,AQS,60690003,1,0.04,ppm,37.0,Pinnacles NP,17,100,47,41940,"San Jose-Sunnyvale-Santa Clara, CA",69,San Benito,36.48324,-121.15688
2024-02-01,AQS,60271023,1,0.0375,ppm,26.0,Bishop Tribe EMO,17,100,47,13860,"Bishop, CA",27,Inyo,37.3621369693511,-118.417477920338
2024-02-01,AQS,60390004,1,0.037,ppm,34.0,Madera-Pump Yard,17,100,199,31460,"Madera, CA",39,Madera,36.867125,-120.010158
2024-02-01,AQS,60719002,1,0.042,ppm,39.0,Joshua Tree NP,17,100,47,40140,"Riverside-San Bernardino-Ontario, CA",71,San Bernardino,34.06957,-116.38893
2024-02-01,AQS,60950005,1,0.038,ppm,35.0,Fairfield,17,100,47,46700,"Vallejo-Fairfield, CA",95,Solano,38.227066,-122.075624
2024-02-01,AQS,60254003,1,0.027,ppm,25.0,Westmorland,17,100,87,20940,"El Centro, CA",25,Imperial,33.0325,-115.62361
2024-02-01,AQS,60773005,1,0.035,ppm,32.0,Tracy-Airport,17,100,87,44700,"Stockton-Lodi, CA",77,San Joaquin,37.682635,-121.442495
2024-02-01,AQS,60652007,1,0.027,ppm,25.0,Indio Amistad High School,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.72537,-116.206842
2024-02-01,AQS,60950004,1,0.037,ppm,34.0,Vallejo,17,100,47,46700,"Vallejo-Fairfield, CA",95,Solano,38.102507,-122.237976
2024-02-01,AQS,60374009,1,0.03,ppm,28.0,Signal Hill (LBSH),17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,33.7937130008725,-118.171019
2024-02-01,AQS,60851001,1,0.035,ppm,32.0,Los Gatos,17,100,47,41940,"San Jose-Sunnyvale-Santa Clara, CA",85,Santa Clara,37.226862,-121.979675
2024-02-01,AQS,61131003,1,0.044,ppm,41.0,Woodland-Gibson Road,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",113,Yolo,38.66121,-121.73269
2024-02-01,AQS,60270002,1,0.033,ppm,31.0,WMRC/NCORE,17,100,47,13860,"Bishop, CA",27,Inyo,37.360684,-118.330783
2024-02-01,AQS,60730001,1,0.042,ppm,39.0,Chula Vista,17,100,47,41740,"San Diego-Carlsbad, CA",73,San Diego,32.6312420008573,-117.059088
2024-02-01,AQS,60130002,1,0.034,ppm,31.0,Concord,17,100,47,41860,"San Francisco-Oakland-Hayward, CA",13,Contra Costa,37.936013,-122.026154
2024-02-01,AQS,60010011,1,0.034,ppm,31.0,Oakland West,17,100,47,41860,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.814781,-122.282347
2024-02-01,AQS,60392010,1,0.038,ppm,35.0,Madera-City,17,100,199,31460,"Madera, CA",39,Madera,36.953256,-120.034203
2024-02-01,AQS,60374010,1,0.036,ppm,33.0,North Hollywood (NOHO),17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.1819770008773,-118.363036
2024-02-02,AQS,60254003,1,0.041,ppm,38.0,Westmorland,17,100,87,20940,"El Centro, CA",25,Imperial,33.0325,-115.62361
2024-02-02,AQS,60376012,1,0.039,ppm,36.0,Santa Clarita,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.38344,-118.5284
2024-02-02,AQS,60251003,1,0.04,ppm,37.0,El Centro-9th Street,17,100,87,20940,"El Centro, CA",25,Imperial,32.79222,-115.56306
2024-02-02,AQS,60831014,1,0.04,ppm,37.0,Paradise Road,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.5416600008816,-119.79146
2024-02-02,AQS,61113001,1,0.039,ppm,36.0,El Rio-Rio Mesa School #2,17,100,87,37100,"Oxnard-Thousand Oaks-Ventura, CA",111,Ventura,34.25239,-119.143182
2024-02-02,AQS,60530002,1,0.04,ppm,37.0,Carmel Valley,17,100,47,41500,"Salinas, CA",53,Monterey,36.4818700009023,-121.73333
2024-02-02,AQS,60130002,1,0.034,ppm,31.0,Concord,17,100,47,41860,"San Francisco-Oakland-Hayward, CA",13,Contra Costa,37.936013,-122.026154
2024-02-02,AQS,60610006,1,0.035,ppm,32.0,Roseville-N Sunrise Ave,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",61,Placer,38.74643,-121.26498
2024-02-02,AQS,60659001,1,0.041,ppm,38.0,Lake Elsinore,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.67649,-117.33098
2024-02-02,AQS,60270101,1,0.042,ppm,39.0,Death Valley NP - Park Village,17,100,87,13860,"Bishop, CA",27,Inyo,36.508611,-116.847778
2024-02-02,AirNow,60530008,1,0.033,ppm,31.0,King City 2,18,75,47,41500,"Salinas, CA",53,Monterey,36.2092860008996,-121.126371
2024-02-02,AQS,60731014,1,0.043,ppm,40.0,Donovan,17,100,47,41740,"San Diego-Carlsbad, CA",73,San Diego,32.578165,-116.921374
2024-02-02,AQS,60739991,1,0.044,ppm,41.0,La Posta Band of Indians,17,100,47,41740,"San Diego-Carlsbad, CA",73,San Diego,32.725189,-116.36441
2024-02-02,AQS,60370016,1,0.039,ppm,36.0,Glendora,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.14435,-117.85036
2024-02-02,AQS,60658005,1,0.04,ppm,37.0,Mira Loma (Van Buren),17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.996360000875,-117.4924
2024-02-02,AQS,60719002,1,0.043,ppm,40.0,Joshua Tree NP,17,100,47,40140,"Riverside-San Bernardino-Ontario, CA",71,San Bernardino,34.06957,-116.38893
2024-02-02,AQS,60190011,1,0.031,ppm,29.0,Fresno - Garland,17,100,87,23420,"Fresno, CA",19,Fresno,36.78538,-119.77321
2024-02-02,AQS,60659003,1,0.038,ppm,35.0,Blythe-445 W Murphy Street,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.61235,-114.60209
2024-02-02,AQS,60850002,1,0.037,ppm,34.0,Gilroy,17,100,47,41940,"San Jose-Sunnyvale-Santa Clara, CA",85,Santa Clara,36.999571,-121.574684
2024-02-02,AirNow,60932001,1,0.027,ppm,25.0,Yreka,18,75,87,-1,Non-CBSA,93,Siskiyou,41.726892,-122.633579
2024-02-02,AQS,60790005,1,0.036,ppm,33.0,Paso Robles,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.614668,-120.656912
2024-02-02,AQS,61010003,1,0.04,ppm,37.0,Yuba City,17,100,87,49700,"Yuba City, CA",101,Sutter,39.1387725442464,-121.618548986224
2024-02-02,AQS,60832011,1,0.041,ppm,38.0,Goleta,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.4455100008805,-119.8284
2024-02-02,AQS,60793003,1,0.041,ppm,38.0,Morro Bay Kings Ave,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.361589,-120.836819
2024-02-02,AQS,61110007,1,0.04,ppm,37.0,Thousand Oaks,17,100,87,37100,"Oxnard-Thousand Oaks-Ventura, CA",111,Ventura,34.210169,-118.870509
2024-02-02,AQS,60670012,1,0.033,ppm,31.0,Folsom-Natoma St.,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
2024-02-02,AQS,60990006,1,0.035,ppm,32.0,Turlock,17,100,87,33700,"Modesto, CA",99,Stanislaus,37.488317,-120.836008
2024-02-02,AQS,60831013,1,0.039,ppm,36.0,Lompoc HSP,17,100,47,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.7253520008837,-120.428717
2024-02-02,AQS,61112002,1,0.039,ppm,37.0,Simi Valley-Cochran Street,17,100,87,37100,"Oxnard-Thousand Oaks-Ventura, CA",111,Ventura,34.276316,-118.683685
2024-02-02,AQS,60131002,1,0.036,ppm,33.0,Bethel Island,24,100,47,41860,"San Francisco-Oakland-Hayward, CA",13,Contra Costa,38.006311,-121.641918
2024-02-02,AQS,60372005,1,0.039,ppm,36.0,Pasadena,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.1326,-118.1272
2024-02-02,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
2024-02-02,AQS,60612003,1,0.031,ppm,29.0,Lincoln-2885 Moore Road,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",61,Placer,38.867937000922,-121.338353
2024-02-02,AQS,60070008,1,0.04,ppm,37.0,Chico-East Avenue,17,100,87,17020,"Chico, CA",7,Butte,39.76168,-121.84047
2024-02-02,AQS,60710306,1,0.041,ppm,38.0,Victorville-Park Avenue,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",71,San Bernardino,34.5109611108812,-117.32554
2024-02-02,AQS,60719004,1,0.038,ppm,35.0,San Bernardino,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",71,San Bernardino,34.1066780008763,-117.274063
2024-02-02,AQS,60794002,1,0.041,ppm,38.0,Nipomo Regional Park (NRP),17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.03146,-120.50103
2024-02-02,AQS,60333002,1,0.038,ppm,35.0,Lakeport-S. Main Street,17,100,87,17340,"Clearlake, CA",33,Lake,39.0189300009231,-122.91333
2024-02-02,AQS,60270002,1,0.035,ppm,32.0,WMRC/NCORE,17,100,47,13860,"Bishop, CA",27,Inyo,37.360684,-118.330783
2024-02-02,AQS,60190007,1,0.032,ppm,30.0,Fresno-Drummond,17,100,199,23420,"Fresno, CA",19,Fresno,36.705474,-119.741332
2024-02-02,AQS,60970004,1,0.037,ppm,34.0,Sebastopol,17,100,47,42220,"Santa Rosa, CA",97,Sonoma,38.403765,-122.818294
2024-02-02,AQS,60690003,1,0.041,ppm,38.0,Pinnacles NP,17,100,47,41940,"San Jose-Sunnyvale-Santa Clara, CA",69,San Benito,36.48324,-121.15688
2024-02-02,AQS,60072003,1,0.038,ppm,35.0,Paradise-Clark,17,100,87,17020,"Chico, CA",7,Butte,39.75786,-121.60791
2024-02-02,AQS,60450008,1,0.036,ppm,33.0,Ukiah-Gobbi Street,17,100,199,46380,"Ukiah, CA",45,Mendocino,39.14566,-123.20298
2024-02-02,AQS,60773005,1,0.035,ppm,32.0,Tracy-Airport,17,100,87,44700,"Stockton-Lodi, CA",77,San Joaquin,37.682635,-121.442495
2024-02-02,AQS,61090005,1,0.035,ppm,32.0,Sonora-Barretta Street,17,100,87,43760,"Sonora, CA",109,Tuolumne,37.98178,-120.378551
2024-02-02,AQS,60390004,1,0.037,ppm,34.0,Madera-Pump Yard,17,100,199,31460,"Madera, CA",39,Madera,36.867125,-120.010158
2024-02-02,AQS,60833001,1,0.037,ppm,34.0,Santa Ynez,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.605819,-120.075069
2024-02-02,AQS,60798002,1,0.037,ppm,34.0,Atascadero,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.49453,-120.66617
2024-02-02,AQS,60192009,1,0.036,ppm,33.0,Tranquillity,17,100,199,23420,"Fresno, CA",19,Fresno,36.6342250009037,-120.382331
2024-02-02,AQS,60430003,1,0.045,ppm,42.0,Yosemite NP,17,100,47,-1,Non-CBSA,43,Mariposa,37.71325,-119.7062
2024-02-02,AQS,60010009,1,0.038,ppm,35.0,Oakland,17,100,47,41860,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-02,AQS,60651016,1,0.041,ppm,38.0,Morongo Air Monitoring Station,17,100,47,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.9447129,-116.830074
2024-02-02,AirNow,60650009,1,0.041,ppm,40.0,Pechanga,24,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.4478670008682,-117.088649
2024-02-02,AQS,60611004,1,0.043,ppm,40.0,Tahoe City-Fairway Drive,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",61,Placer,39.1660166666667,-120.148833333333
2024-02-02,AQS,60472024,1,0.037,ppm,34.0,Merced-Vierra,17,100,87,32900,"Merced, CA",47,Merced,37.289732,-120.429718
2024-02-02,AQS,60730001,1,0.043,ppm,40.0,Chula Vista,17,100,47,41740,"San Diego-Carlsbad, CA",73,San Diego,32.6312420008573,-117.059088
2024-02-02,AQS,60831025,1,0.039,ppm,36.0,Los Flores Canyon #1,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.489740000881,-120.04692
2024-02-02,AQS,60658001,1,0.041,ppm,38.0,Rubidoux,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.9995800008751,-117.41601
2024-02-02,AQS,60731008,1,0.044,ppm,41.0,Camp Pendleton,17,100,47,41740,"San Diego-Carlsbad, CA",73,San Diego,33.217046,-117.396249
2024-02-02,AirNow,61072010,1,0.039,ppm,36.0,Porterville,18,75,199,47300,"Visalia-Porterville, CA",107,Tulare,36.0318310008979,-119.055018
2024-02-02,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100,87,39780,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
2024-02-02,AQS,60890004,1,0.033,ppm,31.0,Redding - Health Department,17,100,87,39820,"Redding, CA",89,Shasta,40.550130000932,-122.38092
2024-02-02,AQS,60292012,1,0.036,ppm,33.0,Bakersfield-Muni,17,100,199,12540,"Bakersfield, CA",29,Kern,35.331612,-118.999961
2024-02-02,AQS,60371302,1,0.039,ppm,36.0,Compton,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,33.9013890008739,-118.205
2024-02-02,AQS,60050002,1,0.037,ppm,34.0,Jackson-Clinton Road,17,100,87,-1,Non-CBSA,5,Amador,38.342606,-120.764426
2024-02-02,AQS,60831021,1,0.022,ppm,20.0,Carpinteria,17,100,87,42200,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.40305200088,-119.457914
2024-02-02,AQS,60296001,1,0.037,ppm,34.0,Shafter,17,100,87,12540,"Bakersfield, CA",29,Kern,35.5035870931035,-119.272606218402
2024-02-02,AQS,60231004,1,0.038,ppm,35.0,Jacobs,17,100,47,21700,"Eureka-Arcata-Fortuna, CA",23,Humboldt,40.7767800009332,-124.17949
2024-02-02,AQS,60870007,1,0.039,ppm,36.0,Santa Cruz,17,100,47,42100,"Santa Cruz-Watsonville, CA",87,Santa Cruz,36.983320000907,-121.98822
2024-02-02,AirNow,60111002,1,0.041,ppm,38.0,Colusa-Sunrise Blvd,24,100,87,-1,Non-CBSA,11,Colusa,39.18919,-121.99887
2024-02-02,AQS,60371701,1,0.038,ppm,35.0,Pomona,17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.06703,-117.7514
2024-02-02,AQS,60650012,1,0.04,ppm,37.0,Banning Airport,17,100,87,40140,"Riverside-San Bernardino-Ontario, CA",65,Riverside,33.92086,-116.85841
2024-02-02,AQS,60290020,1,0.036,ppm,38.0,Mojave-Pat Avenue,17,100,87,12540,"Bakersfield, CA",29,Kern,35.04944,-118.18893
2024-02-02,AQS,60172004,1,0.0405,ppm,34.0,PLACERVILLE- CANAL STREET,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",17,El Dorado,38.73196,-120.81162
2024-02-02,AQS,60798006,1,0.038,ppm,35.0,Carrizo Plains,17,100,87,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",79,San Luis Obispo,35.35472,-120.04019
2024-02-02,AQS,60190500,1,0.039,ppm,36.0,Table Mountain Air Monitoring Site,17,100,87,23420,"Fresno, CA",19,Fresno,36.9851185574381,-119.658339349936
2024-02-02,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100,87,40900,"Sacramento-Roseville-Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838
2024-02-02,AQS,60374010,1,0.04,ppm,37.0,North Hollywood (NOHO),17,100,87,31080,"Los Angeles-Long Beach-Anaheim, CA",37,Los Angeles,34.1819770008773,-118.363036
